,artist,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
1367,killswitch engage,alive or just breathing (topshelf edition),15,75qgpy5eb8yq7gmebens4g,untitled and unloved,spotify:track:75qgpy5eb8yq7gmebens4g,0.841,0.712,0.0837,0.807,0.108,-20.64,0.0536,106.38,0.0651,23
1368,killswitch engage,alive or just breathing (topshelf edition),16,2s0zdc7a0dtqdebuoi9rvu,numbered days - demo,spotify:track:2s0zdc7a0dtqdebuoi9rvu,1.76e-05,0.524,0.965,0.000551,0.0814,-5.363,0.0992,95.069,0.487,21
1369,killswitch engage,alive or just breathing (topshelf edition),17,3o1npzemhe0t8vtnbpas7q,transfiguration (a.k.a. fixation on the darkness) - demo,spotify:track:3o1npzemhe0t8vtnbpas7q,4.01e-06,0.511,0.975,0.231,0.326,-5.992,0.0808,133.036,0.402,21
1370,killswitch engage,alive or just breathing (topshelf edition),18,1duotzchijkwz6ywx3xxvi,just barely breathing - demo,spotify:track:1duotzchijkwz6ywx3xxvi,9.02e-06,0.505,0.93,0.0498,0.112,-6.319,0.0543,95.022,0.301,20
1371,killswitch engage,alive or just breathing (topshelf edition),19,2z9mnioi7tvqutyn005c9e,fixation on the darkness (with howard jones),spotify:track:2z9mnioi7tvqutyn005c9e,3.04e-05,0.523,0.993,0.0261,0.225,-3.667,0.105,134.034,0.15,28
1372,killswitch engage,killswitch engage (expanded edition) [2004 remaster],1,1tbarttytshdymxhmoujup,temple from the within - 2004 remaster,spotify:track:1tbarttytshdymxhmoujup,1.22e-05,0.228,0.943,0.00111,0.351,-6.376,0.161,88.083,0.465,26
1373,killswitch engage,killswitch engage (expanded edition) [2004 remaster],2,4bu2ak4wjsjn4pf783qhdj,vide infra - 2004 remaster,spotify:track:4bu2ak4wjsjn4pf783qhdj,4.69e-06,0.158,0.979,0.000238,0.358,-5.452,0.129,86.611,0.313,25
1374,killswitch engage,killswitch engage (expanded edition) [2004 remaster],3,5yjqvsv01xvlq5paiinfts,irresversal - 2004 remaster,spotify:track:5yjqvsv01xvlq5paiinfts,2.68e-05,0.363,0.922,0.000319,0.904,-5.604,0.054,96.798,0.335,24
1375,killswitch engage,killswitch engage (expanded edition) [2004 remaster],4,3jekblbjsh5mhsgxizokfc,rusted embrace - 2004 remaster,spotify:track:3jekblbjsh5mhsgxizokfc,4.87e-06,0.155,0.957,0.000211,0.304,-5.717,0.147,179.744,0.419,24
1376,killswitch engage,killswitch engage (expanded edition) [2004 remaster],5,74qk2zwndell5agor01gub,prelude - 2004 remaster,spotify:track:74qk2zwndell5agor01gub,2.59e-06,0.404,0.952,0.897,0.755,-5.951,0.0489,138.868,0.85,23
1377,killswitch engage,killswitch engage (expanded edition) [2004 remaster],6,5sjjsbgs8mewdhq5cfpyaf,soilborn - 2004 remaster,spotify:track:5sjjsbgs8mewdhq5cfpyaf,8.69e-06,0.424,0.962,0.000221,0.0518,-5.661,0.0807,90.485,0.308,24
1378,killswitch engage,killswitch engage (expanded edition) [2004 remaster],7,15yenhw81vzttmg46e9ccs,numb sick eyes - 2004 remaster,spotify:track:15yenhw81vzttmg46e9ccs,5.66e-06,0.222,0.965,0.0011,0.295,-6.157,0.0978,94.115,0.417,23
1379,killswitch engage,killswitch engage (expanded edition) [2004 remaster],8,2dkh90jz9xew9of8eodt6x,in the unblind - 2004 remaster,spotify:track:2dkh90jz9xew9of8eodt6x,5.46e-06,0.423,0.936,0.0027,0.33,-5.664,0.123,88.495,0.438,23
1380,killswitch engage,killswitch engage (expanded edition) [2004 remaster],9,3ssng89sbmtu8dmumh97mf,one last sunset - 2004 remaster,spotify:track:3ssng89sbmtu8dmumh97mf,0.247,0.236,0.866,0.854,0.176,-8.554,0.0492,104.912,0.0607,23
1381,killswitch engage,killswitch engage (expanded edition) [2004 remaster],10,4joiwrjvemvml9vkr0cgga,prelude (demo) - bonus track,spotify:track:4joiwrjvemvml9vkr0cgga,0.052,0.55,0.954,0.976,0.827,-7.444,0.0614,127.74,0.534,18
1382,killswitch engage,killswitch engage (expanded edition) [2004 remaster],11,0qjjq3jgypmvw8zhrcymav,soilborn (demo) - bonus track,spotify:track:0qjjq3jgypmvw8zhrcymav,0.0179,0.365,0.991,0.000774,0.146,-7.199,0.102,94.857,0.0574,18
1383,killswitch engage,killswitch engage (expanded edition) [2004 remaster],12,43xmpyoy14m46a8flje5r8,vide infra (demo) - bonus track,spotify:track:43xmpyoy14m46a8flje5r8,0.00647,0.238,0.976,2.5e-06,0.355,-6.304,0.102,95.323,0.184,18
1384,killswitch engage,killswitch engage (expanded edition) [2004 remaster],13,46iit5xkbr48y4hz6ykizb,in the unblind (demo) - bonus track,spotify:track:46iit5xkbr48y4hz6ykizb,0.00244,0.401,0.971,0.0,0.317,-6.751,0.107,90.128,0.164,18
1385,mestis,en vivo,1,0hwtesnvg6o9rjmjftifpd,"gentle giant (los angeles, ca) - live",spotify:track:0hwtesnvg6o9rjmjftifpd,0.000322,0.466,0.878,0.803,0.953,-5.888,0.0709,142.024,0.437,16
1386,mestis,en vivo,2,6ubqrlm0yqjflclg4mrcx7,"uno mas more (san diego, ca) - live",spotify:track:6ubqrlm0yqjflclg4mrcx7,0.00845,0.385,0.931,0.767,0.952,-5.478,0.21,131.391,0.416,14
1387,mestis,en vivo,3,5hhx9bgomhyakc91yvjmx9,"mt. pleasant (toronto, on) - live",spotify:track:5hhx9bgomhyakc91yvjmx9,0.129,0.376,0.748,0.846,0.921,-4.895,0.0379,95.929,0.273,14
1388,mestis,en vivo,4,7cgj1f13ewsu9e3kvuspl8,"sedosa (philadelphia, pa) - live",spotify:track:7cgj1f13ewsu9e3kvuspl8,0.182,0.602,0.812,0.925,0.475,-5.422,0.0468,90.184,0.681,14
1389,mestis,en vivo,5,2ynopbbphrofrgpaocjtfc,"el mestizo (mesa, az) - live",spotify:track:2ynopbbphrofrgpaocjtfc,0.00915,0.431,0.883,0.905,0.961,-5.106,0.0891,113.741,0.566,13
1390,mestis,en vivo,6,08hevjqh4jnuhgzsqsbs6m,"pura vida (atlanta, ga) - live",spotify:track:08hevjqh4jnuhgzsqsbs6m,0.021,0.322,0.863,0.81,0.576,-5.635,0.149,76.066,0.555,14
1391,mestis,en vivo,7,4umn3mm6cyynbj9zru5vuy,"ever wonder (seattle, wa) - live",spotify:track:4umn3mm6cyynbj9zru5vuy,0.187,0.476,0.933,0.615,0.81,-4.045,0.115,92.487,0.223,13
1392,mestis,en vivo,8,7gwwo1kmd7r7e5kxpbknb8,"eikasia (chicago, il) - live",spotify:track:7gwwo1kmd7r7e5kxpbknb8,0.382,0.359,0.689,0.832,0.826,-5.004,0.0457,117.879,0.159,13
1393,mestis,en vivo,9,1ibwzx8dvukeessyfpnvnn,"media noche (denver, co) - live",spotify:track:1ibwzx8dvukeessyfpnvnn,0.127,0.582,0.683,0.791,0.195,-5.868,0.0356,77.92,0.116,13
1394,mestis,eikasia,1,7wy79pryfratek7df8vp9x,el mestizo,spotify:track:7wy79pryfratek7df8vp9x,7.88e-06,0.553,0.756,0.856,0.0699,-5.976,0.0341,115.067,0.331,30
1395,mestis,eikasia,2,4hqhlisxsggbrosf4v46po,sedosa,spotify:track:4hqhlisxsggbrosf4v46po,0.0461,0.665,0.853,0.885,0.218,-7.553,0.0635,90.065,0.642,36
1396,mestis,eikasia,3,1qkocfkwvqnt490tdwzfre,ever wonder,spotify:track:1qkocfkwvqnt490tdwzfre,0.0452,0.676,0.774,0.709,0.13,-7.776,0.039,102.533,0.234,27
1397,mestis,eikasia,4,2zcxuhpttc1ac418hoqb7q,media noche,spotify:track:2zcxuhpttc1ac418hoqb7q,0.211,0.564,0.451,0.772,0.138,-8.757,0.0277,78.034,0.104,33
1398,mestis,eikasia,5,3ksxvxnxerllhezidzhk6s,eikasia,spotify:track:3ksxvxnxerllhezidzhk6s,0.00383,0.403,0.452,0.797,0.197,-10.544,0.0352,114.479,0.0486,26
1399,mestis,eikasia,6,5ilagmcjg3iwt3gfshspw6,azul,spotify:track:5ilagmcjg3iwt3gfshspw6,0.934,0.404,0.0927,0.67,0.104,-22.211,0.0342,72.486,0.201,25
1400,mestis,eikasia,7,2drrout72u4lzkh7pgjzvf,plato,spotify:track:2drrout72u4lzkh7pgjzvf,0.674,0.486,0.257,0.0,0.179,-25.872,0.566,185.403,0.508,19
1401,mestis,polysemy,1,5r3exsntc8w3evbt3rsuia,gentle giant,spotify:track:5r3exsntc8w3evbt3rsuia,0.000749,0.453,0.836,0.863,0.146,-9.132,0.0733,142.045,0.334,39
1402,mestis,polysemy,2,62n6orgz7mfp7fop0b41qt,pura vida,spotify:track:62n6orgz7mfp7fop0b41qt,0.0008,0.557,0.896,0.898,0.104,-7.243,0.0501,90.036,0.408,32
1403,mestis,polysemy,3,2bxhvhi6tm5vrv4zj2a0ef,menos mal,spotify:track:2bxhvhi6tm5vrv4zj2a0ef,0.000548,0.312,0.864,0.894,0.0918,-6.161,0.0633,116.264,0.474,22
1404,mestis,polysemy,4,5etj4kucicdaopkai9gdea,eclipse,spotify:track:5etj4kucicdaopkai9gdea,0.000447,0.333,0.794,0.811,0.278,-7.407,0.0766,180.116,0.259,23
1405,mestis,polysemy,5,2euedzkadmbvxligi4afyx,mt. pleasant,spotify:track:2euedzkadmbvxligi4afyx,0.0117,0.303,0.759,0.869,0.269,-7.904,0.0473,90.018,0.386,24
1406,mestis,polysemy,6,0zpj2a2oebe42avggckapy,paloma,spotify:track:0zpj2a2oebe42avggckapy,0.605,0.46,0.12,0.916,0.112,-17.261,0.0395,89.446,0.434,21
1407,mestis,polysemy,7,7g6pzkezollfw127jtzvv1,manifestacion,spotify:track:7g6pzkezollfw127jtzvv1,0.000304,0.42,0.898,0.883,0.144,-8.041,0.104,159.925,0.182,21
1408,mestis,polysemy,8,5jnxhz7eeuzogyfbiemcgc,papillion,spotify:track:5jnxhz7eeuzogyfbiemcgc,0.00379,0.534,0.879,0.907,0.169,-8.573,0.0313,99.993,0.187,21
1409,mestis,polysemy,9,0jddoj74nvar8eaocs71z1,uno mas more,spotify:track:0jddoj74nvar8eaocs71z1,0.000741,0.54,0.936,0.746,0.455,-7.386,0.114,129.8,0.242,21
1410,mestis,polysemy,10,7bilevba1yjapixljownjm,gordo,spotify:track:7bilevba1yjapixljownjm,0.000899,0.426,0.846,0.778,0.165,-6.078,0.203,119.821,0.632,20
1411,meshuggah,the violent sleep of reason (japan edition),1,2fokbnpt0k3vemg5cjftmy,clockworks,spotify:track:2fokbnpt0k3vemg5cjftmy,2.07e-06,0.222,0.981,0.829,0.24,-5.276,0.106,129.969,0.325,0
1412,meshuggah,the violent sleep of reason (japan edition),2,7notfpo2qnwg3klvogsu4q,born in dissonance,spotify:track:7notfpo2qnwg3klvogsu4q,3.74e-06,0.407,0.988,0.00337,0.0631,-5.073,0.103,157.043,0.253,0
1413,meshuggah,the violent sleep of reason (japan edition),3,2lpgrwouz7htkgwxmeqtsa,monstrocity,spotify:track:2lpgrwouz7htkgwxmeqtsa,1.69e-06,0.432,0.95,0.404,0.575,-5.397,0.0611,100.03,0.291,0
1414,meshuggah,the violent sleep of reason (japan edition),4,7wvtnmc8kwbizewbggxqdq,by the ton,spotify:track:7wvtnmc8kwbizewbggxqdq,4.39e-06,0.516,0.958,0.0531,0.0667,-5.424,0.0578,131.995,0.428,0
1415,meshuggah,the violent sleep of reason (japan edition),5,67amp08ahseflwwajede0r,violent sleep of reason,spotify:track:67amp08ahseflwwajede0r,2.12e-06,0.439,0.977,0.7,0.204,-5.533,0.062,97.517,0.226,0
1416,meshuggah,the violent sleep of reason (japan edition),6,4nok6vy7835jjonk1zfhvc,ivory tower,spotify:track:4nok6vy7835jjonk1zfhvc,1.31e-06,0.149,0.982,0.0592,0.114,-5.238,0.113,144.698,0.13,0
1417,meshuggah,the violent sleep of reason (japan edition),7,6xj3amokvg0ropakxbjqw5,stifled,spotify:track:6xj3amokvg0ropakxbjqw5,0.000337,0.424,0.871,0.495,0.138,-5.762,0.048,94.998,0.0589,0
1418,meshuggah,the violent sleep of reason (japan edition),8,3ggjudnmd3ebvpfh7kr5xf,nostrum,spotify:track:3ggjudnmd3ebvpfh7kr5xf,3.82e-06,0.186,0.982,0.684,0.16,-5.048,0.174,150.026,0.213,0
1419,meshuggah,the violent sleep of reason (japan edition),9,3xlgh4bspjw7l8wuvk8snc,our rage won't die,spotify:track:3xlgh4bspjw7l8wuvk8snc,1.78e-06,0.374,0.994,0.0085,0.191,-4.83,0.0879,151.949,0.222,0
1420,meshuggah,the violent sleep of reason (japan edition),10,2lmqwsadowsmtnqqohbjii,into decay,spotify:track:2lmqwsadowsmtnqqohbjii,2.63e-06,0.477,0.979,0.613,0.121,-5.809,0.064,130.008,0.156,0
1421,meshuggah,koloss (japan edition),1,36qufiofupebjzgwfyelxb,i am colossus,spotify:track:36qufiofupebjzgwfyelxb,7.28e-06,0.381,0.963,0.297,0.245,-4.379,0.0694,180.017,0.257,0
1422,meshuggah,koloss (japan edition),2,5l9xbbynpwqzdeuwajgehh,the demon's name is surveillance,spotify:track:5l9xbbynpwqzdeuwajgehh,1.03e-06,0.404,0.922,0.926,0.324,-4.029,0.0531,162.014,0.177,0
1423,meshuggah,koloss (japan edition),3,1qsble5uvtvmybhkt3ksof,do not look down,spotify:track:1qsble5uvtvmybhkt3ksof,5.23e-05,0.485,0.98,0.0362,0.245,-3.469,0.11,159.986,0.212,0
1424,meshuggah,koloss (japan edition),4,3vjyk4uqtr7e9upg9uxza7,behind the sun,spotify:track:3vjyk4uqtr7e9upg9uxza7,3.73e-06,0.175,0.932,0.661,0.0585,-3.935,0.0918,95.028,0.104,0
1425,meshuggah,koloss (japan edition),5,3yuk2vprlcizicw3auxc2e,the hurt that finds you first,spotify:track:3yuk2vprlcizicw3auxc2e,1.44e-05,0.429,0.995,0.681,0.107,-4.763,0.1,124.981,0.07,0
1426,meshuggah,koloss (japan edition),6,2brj6gkoi6yydmvoluepmd,marrow,spotify:track:2brj6gkoi6yydmvoluepmd,7.72e-06,0.474,0.979,0.822,0.135,-4.439,0.0814,150.015,0.47,0
1427,meshuggah,koloss (japan edition),7,7m9qynpjuzwashrgdxc8sc,break those bones whose sinews gave it motion,spotify:track:7m9qynpjuzwashrgdxc8sc,1.57e-05,0.518,0.961,0.0762,0.218,-4.145,0.0528,136.975,0.263,0
1428,meshuggah,koloss (japan edition),8,0vrhe3u7igasgxmp15vzbf,swarm,spotify:track:0vrhe3u7igasgxmp15vzbf,4.76e-06,0.4,0.983,0.908,0.613,-5.33,0.119,179.998,0.27,0
1429,meshuggah,koloss (japan edition),9,6916ofx81gpezh9gbzvhbb,demiurge,spotify:track:6916ofx81gpezh9gbzvhbb,3.57e-05,0.211,0.942,0.846,0.107,-5.295,0.0725,113.283,0.0499,0
1430,meshuggah,koloss (japan edition),10,0wwnlcsgu6tkzmxter9d1n,the last vigil,spotify:track:0wwnlcsgu6tkzmxter9d1n,0.533,0.482,0.123,0.844,0.108,-17.006,0.0302,99.999,0.0233,0
1431,meshuggah,catch thirtythree (japan edition),1,6t78ctmeewy74tdklmqpy8,autonomy lost,spotify:track:6t78ctmeewy74tdklmqpy8,7.81e-06,0.529,0.971,0.881,0.806,-6.083,0.0668,120.0,0.209,0
1432,meshuggah,catch thirtythree (japan edition),2,2mxwqxysl3wiu3c8o9ywvw,imprint of the un-saved,spotify:track:2mxwqxysl3wiu3c8o9ywvw,2.3e-06,0.516,0.989,0.813,0.446,-5.842,0.0727,120.022,0.128,0
1433,meshuggah,catch thirtythree (japan edition),3,3amctaywjzywsu7buliraa,disenchantment,spotify:track:3amctaywjzywsu7buliraa,6.85e-06,0.251,0.984,0.584,0.813,-5.94,0.0924,48.461,0.158,0
1434,meshuggah,catch thirtythree (japan edition),4,4eq4santlzjttep2n5yoy2,the paradoxical spiral,spotify:track:4eq4santlzjttep2n5yoy2,1.08e-05,0.456,0.996,0.444,0.324,-6.422,0.0725,120.019,0.0524,0
1435,meshuggah,catch thirtythree (japan edition),5,3dqpo8vytv7lkwzu1jwliy,re-inanimate,spotify:track:3dqpo8vytv7lkwzu1jwliy,3.19e-05,0.471,0.994,0.683,0.678,-6.417,0.0516,119.968,0.167,0
1436,meshuggah,catch thirtythree (japan edition),6,4srf9f4emslofwrdlvje3x,entrapment,spotify:track:4srf9f4emslofwrdlvje3x,2.74e-06,0.482,0.995,0.755,0.456,-5.887,0.0821,120.008,0.121,0
1437,meshuggah,catch thirtythree (japan edition),7,6jqcknrazkt4afyejaryv0,mind's mirrors,spotify:track:6jqcknrazkt4afyejaryv0,0.652,0.363,0.239,0.00157,0.131,-14.06,0.0444,125.825,0.11,0
1438,meshuggah,catch thirtythree (japan edition),8,42p60npbrnae2xwp0zg7jy,in death - is life,spotify:track:42p60npbrnae2xwp0zg7jy,1.31e-06,0.437,0.994,0.882,0.168,-6.017,0.0627,126.014,0.175,0
1439,meshuggah,catch thirtythree (japan edition),9,2bc3ul3wavv855vdlnie3a,in death - is death,spotify:track:2bc3ul3wavv855vdlnie3a,0.00351,0.292,0.848,0.881,0.748,-9.35,0.0796,125.826,0.0708,0
1440,meshuggah,catch thirtythree (japan edition),10,3e0r11juqmnp9fziivdekf,shed,spotify:track:3e0r11juqmnp9fziivdekf,1.13e-05,0.532,0.962,0.758,0.605,-7.249,0.0505,126.027,0.306,0
1441,meshuggah,catch thirtythree (japan edition),11,05oegcgotoctlxbwzxcymh,personae non gratae,spotify:track:05oegcgotoctlxbwzxcymh,0.0,0.347,0.993,0.852,0.551,-5.99,0.0677,125.997,0.123,0
1442,meshuggah,catch thirtythree (japan edition),12,1rrq24h32lk98hybbgdwdk,dehumanization,spotify:track:1rrq24h32lk98hybbgdwdk,2.05e-06,0.457,0.993,0.877,0.687,-5.659,0.112,125.944,0.0681,0
1443,meshuggah,catch thirtythree (japan edition),13,76lzytei995bbz7m6ko2r2,sum,spotify:track:76lzytei995bbz7m6ko2r2,0.0432,0.293,0.235,0.856,0.324,-11.731,0.054,125.994,0.253,0
1444,meshuggah,nothing (japan edition),1,6lqybeqw1exy9xiva2mii0,stengah,spotify:track:6lqybeqw1exy9xiva2mii0,0.000112,0.285,0.927,0.713,0.299,-5.265,0.162,67.082,0.387,0
1445,meshuggah,nothing (japan edition),2,0icccigncqyub6et2vjpta,rational gaze,spotify:track:0icccigncqyub6et2vjpta,4.68e-05,0.528,0.978,0.106,0.0841,-5.161,0.107,132.999,0.203,0
1446,meshuggah,nothing (japan edition),3,0itfk9hd6fssvhgub3azw6,perpetual black second,spotify:track:0itfk9hd6fssvhgub3azw6,1.3e-05,0.461,0.988,0.755,0.0703,-5.152,0.0638,150.063,0.217,0
1447,meshuggah,nothing (japan edition),4,7l4zcj6gflqvalbstood5b,closed eye visuals,spotify:track:7l4zcj6gflqvalbstood5b,0.000625,0.582,0.991,0.0495,0.0992,-4.271,0.104,133.029,0.139,0
1448,meshuggah,nothing (japan edition),5,4ampelcd4dbmup3enso7wd,glints collide,spotify:track:4ampelcd4dbmup3enso7wd,0.000158,0.294,0.991,0.749,0.0702,-3.76,0.161,140.029,0.0666,0
1449,meshuggah,nothing (japan edition),6,41zjau3o7mja2o8y3ic8ip,organic shadows,spotify:track:41zjau3o7mja2o8y3ic8ip,5.56e-05,0.381,0.974,0.233,0.101,-5.109,0.115,129.897,0.174,0
1450,meshuggah,nothing (japan edition),7,56fz7plnfxhr9n94mwxrld,straws pulled at random,spotify:track:56fz7plnfxhr9n94mwxrld,5.24e-06,0.23,0.986,0.81,0.134,-4.651,0.0839,140.123,0.187,0
1451,meshuggah,nothing (japan edition),8,3z7hlol30gmgnvicdccw9f,spasm,spotify:track:3z7hlol30gmgnvicdccw9f,4.62e-05,0.586,0.975,0.152,0.277,-5.453,0.142,139.927,0.361,0
1452,meshuggah,nothing (japan edition),9,5sss1evlaygp7fuyndp2hc,nebulous,spotify:track:5sss1evlaygp7fuyndp2hc,2.82e-05,0.315,0.937,0.207,0.221,-5.08,0.0994,130.771,0.122,0
1453,meshuggah,nothing (japan edition),10,6qn8skh3vtzzvqvwfkq4mo,obsidian,spotify:track:6qn8skh3vtzzvqvwfkq4mo,0.0042,0.296,0.132,0.889,0.112,-11.856,0.0349,80.095,0.0285,0
1454,meshuggah,chaosphere (japan edition),1,5tztc3yeqfexbmgw2wlczj,concatenation,spotify:track:5tztc3yeqfexbmgw2wlczj,2.79e-05,0.192,0.993,0.129,0.197,-4.469,0.193,182.114,0.12,0
1455,meshuggah,chaosphere (japan edition),2,17g99zuc3exbvk7rtpm22o,new millennium cyanide christ,spotify:track:17g99zuc3exbvk7rtpm22o,0.000205,0.325,0.968,0.00384,0.131,-5.14,0.126,152.318,0.158,0
1456,meshuggah,chaosphere (japan edition),3,0od6b2e9epjfttc4liajtb,corridor of chameleons,spotify:track:0od6b2e9epjfttc4liajtb,7.94e-05,0.358,0.988,0.0303,0.325,-6.451,0.106,172.374,0.372,0
1457,meshuggah,chaosphere (japan edition),4,2xdjd5nqoqhxp8670iecfc,neurotica,spotify:track:2xdjd5nqoqhxp8670iecfc,5.94e-05,0.478,0.964,0.663,0.229,-5.468,0.0672,104.776,0.607,0
1458,meshuggah,chaosphere (japan edition),5,62h1ahw1mbbaw2ppuvbaeu,the mouth licking what you've bled,spotify:track:62h1ahw1mbbaw2ppuvbaeu,1.17e-05,0.279,0.986,0.586,0.143,-6.226,0.218,119.99,0.0513,0
1459,meshuggah,chaosphere (japan edition),6,58jbe4mgwgpnpa6epegnef,sane,spotify:track:58jbe4mgwgpnpa6epegnef,2.36e-05,0.347,0.95,0.0576,0.359,-6.039,0.113,90.784,0.171,0
1460,meshuggah,chaosphere (japan edition),7,0awpnb7iksm0upglbj4shh,the exquisite machinery of torture,spotify:track:0awpnb7iksm0upglbj4shh,0.00234,0.537,0.958,0.000417,0.112,-5.751,0.0966,102.913,0.736,0
1461,meshuggah,chaosphere (japan edition),8,5rkwzrexytisjp8eoat3w4,elastic,spotify:track:5rkwzrexytisjp8eoat3w4,0.000211,0.251,0.000181,0.0618,0.213,-2.592,0.265,135.073,0.0381,0
1462,meshuggah,chaosphere (japan edition),9,4e3plnhgcq1aco4wbyntpo,sane - (demo version) [bonus track],spotify:track:4e3plnhgcq1aco4wbyntpo,0.000133,0.359,0.926,0.209,0.354,-6.513,0.08,90.324,0.314,0
1463,meshuggah,chaosphere (japan edition),10,5vhrn2izzedcfpj15rgotg,future breed machine - (mayhem version) [bonus track],spotify:track:5vhrn2izzedcfpj15rgotg,0.00198,0.394,0.991,0.952,0.118,-6.248,0.0811,164.04,0.0299,0
1464,meshuggah,chaosphere (japan edition),11,6zyrq7t3yscdwercupecql,futile bread machine - (campfire version) [bonus track],spotify:track:6zyrq7t3yscdwercupecql,0.108,0.464,0.715,5.63e-05,0.0731,-9.015,0.119,203.0,0.837,0
1465,meshuggah,chaosphere (japan edition),12,3k2vnndmf3yqdjkmx39umj,future breed machine (quant's quantastical o la la) - [bonus track],spotify:track:3k2vnndmf3yqdjkmx39umj,0.0896,0.692,0.744,0.894,0.186,-11.876,0.0745,159.988,0.659,0
1466,meshuggah,chaosphere (japan edition),13,67oqe6fkftuirrivkwyt2k,future breed machine - (remix) [bonus track],spotify:track:67oqe6fkftuirrivkwyt2k,3.64e-05,0.6,0.969,0.842,0.316,-7.355,0.0681,159.993,0.735,0
1467,meshuggah,destroy erase improve (japan edition),1,4ximivxblwnadl0usmecde,future breed machine,spotify:track:4ximivxblwnadl0usmecde,0.00107,0.297,0.969,0.0546,0.314,-6.754,0.172,175.816,0.162,0
1468,meshuggah,destroy erase improve (japan edition),2,712gciyenrybia3t8k8xom,beneath,spotify:track:712gciyenrybia3t8k8xom,0.000217,0.205,0.988,0.352,0.248,-7.74,0.156,79.632,0.202,0
1469,meshuggah,destroy erase improve (japan edition),3,4ip9m6aahmyulckzi8zpmu,soul burn,spotify:track:4ip9m6aahmyulckzi8zpmu,0.000605,0.341,0.939,0.118,0.121,-6.72,0.101,82.769,0.449,0
1470,meshuggah,destroy erase improve (japan edition),4,4wvicja9x9somlqplbufly,transfixion,spotify:track:4wvicja9x9somlqplbufly,0.000688,0.291,0.98,0.00398,0.186,-8.132,0.0924,139.882,0.231,0
1471,meshuggah,destroy erase improve (japan edition),5,1lp0vfxbgwhlk3df9oxmt3,vanished,spotify:track:1lp0vfxbgwhlk3df9oxmt3,0.000114,0.263,0.989,0.134,0.32,-6.605,0.107,158.832,0.207,0
1472,meshuggah,destroy erase improve (japan edition),6,7wggjtiptcx4etqfuq0juy,acrid placidity,spotify:track:7wggjtiptcx4etqfuq0juy,0.153,0.393,0.165,0.889,0.123,-19.591,0.0307,100.028,0.038,0
1473,meshuggah,destroy erase improve (japan edition),7,66s837vjvosxjyxgbe5hag,inside what's within behind,spotify:track:66s837vjvosxjyxgbe5hag,0.00155,0.349,0.868,0.268,0.156,-9.067,0.0817,134.381,0.173,0
1474,meshuggah,destroy erase improve (japan edition),8,5jrxko73peo0nfhsgcfgyg,terminal illusions,spotify:track:5jrxko73peo0nfhsgcfgyg,0.00221,0.386,0.999,0.483,0.173,-6.453,0.109,123.886,0.0354,0
1475,meshuggah,destroy erase improve (japan edition),9,1ie4zhavvjykmoi7zks4pu,suffer in truth,spotify:track:1ie4zhavvjykmoi7zks4pu,3.61e-05,0.226,0.995,0.711,0.151,-6.25,0.0629,157.523,0.34,0
1476,meshuggah,destroy erase improve (japan edition),10,7dmktexjbofoytduzxps9d,sublevels,spotify:track:7dmktexjbofoytduzxps9d,0.000298,0.252,0.885,0.136,0.11,-8.477,0.0587,165.638,0.376,0
1477,meshuggah,destroy erase improve (japan edition),11,2srohbbz85roxofgldg2f5,vanished - (demo) [bonus track],spotify:track:2srohbbz85roxofgldg2f5,6.45e-05,0.309,0.933,0.0292,0.363,-7.669,0.133,149.748,0.17,0
1478,meshuggah,destroy erase improve (japan edition),12,05rlwg9fgohxvfx2qqfjbd,suffer in truth - (demo) [bonus track],spotify:track:05rlwg9fgohxvfx2qqfjbd,0.000113,0.293,0.957,0.493,0.178,-7.669,0.0657,155.607,0.0655,0
1479,meshuggah,destroy erase improve (japan edition),13,1urqtdtzkq9uwbes8kof5x,inside what's within behind - (demo) [bonus track],spotify:track:1urqtdtzkq9uwbes8kof5x,0.000866,0.353,0.876,0.0318,0.16,-8.865,0.136,130.394,0.204,0
1480,meshuggah,destroy erase improve (japan edition),14,0mub6vk7pbg2lkkrqmxjea,gods of rapture - (live) [bonus track],spotify:track:0mub6vk7pbg2lkkrqmxjea,0.00809,0.314,0.943,0.0969,0.51,-9.21,0.0632,89.297,0.242,0
1481,meshuggah,destroy erase improve (japan edition),15,0bfzxxmf9oy0go8qfvv2s1,aztec two-step,spotify:track:0bfzxxmf9oy0go8qfvv2s1,1.44e-05,0.21,3.68e-05,0.984,0.335,-6.23,0.0976,89.671,0.0313,0
1482,meshuggah,contradictions collapse (japan edition),1,358crsglwu2knot60ho5ye,paralyzing ignorance,spotify:track:358crsglwu2knot60ho5ye,0.00202,0.399,0.975,0.0914,0.0837,-5.972,0.115,124.597,0.412,0
1483,meshuggah,contradictions collapse (japan edition),2,4ajwjkwnohwqz3nodfxuyl,erroneous manipulation,spotify:track:4ajwjkwnohwqz3nodfxuyl,0.00026,0.307,0.954,0.0806,0.0681,-6.419,0.0465,143.346,0.438,0
1484,meshuggah,contradictions collapse (japan edition),3,1zztkyikkkagahsgdxi968,abnegating cecity,spotify:track:1zztkyikkkagahsgdxi968,0.00867,0.351,0.922,0.013,0.155,-6.678,0.0873,168.806,0.645,0
