,artist,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
279,bring me the horizon,post human: survival horror,1,3dw6gvr7rvyfvo4nbrvziz,"dear diary,",spotify:track:3dw6gvr7rvyfvo4nbrvziz,0.000137,0.514,0.968,0.00026,0.128,-3.737,0.19,117.878,0.262,63
280,bring me the horizon,post human: survival horror,2,36xbfavgjqm7le8cthytuj,parasite eve,spotify:track:36xbfavgjqm7le8cthytuj,0.0289,0.589,0.797,4.35e-06,0.383,-5.464,0.15,102.489,0.232,68
281,bring me the horizon,post human: survival horror,3,3watws2ywo5hehtg0be2iz,teardrops,spotify:track:3watws2ywo5hehtg0be2iz,0.000323,0.497,0.916,0.0,0.36,-3.323,0.108,96.051,0.401,67
282,bring me the horizon,post human: survival horror,4,6md6xpfk4cfquxrqxxqwjq,obey (with yungblud),spotify:track:6md6xpfk4cfquxrqxxqwjq,0.000103,0.462,0.99,0.0,0.374,-3.175,0.211,137.061,0.204,65
283,bring me the horizon,post human: survival horror,5,2vj8djdaoc5g3deiaefhq3,itch for the cure (when will we be free?),spotify:track:2vj8djdaoc5g3deiaefhq3,0.404,0.192,0.884,0.174,0.43,-5.42,0.143,180.908,0.0584,57
284,bring me the horizon,post human: survival horror,6,7cabf0by0fpnbiu6xn5zf7,kingslayer (feat. babymetal),spotify:track:7cabf0by0fpnbiu6xn5zf7,0.000207,0.434,0.929,0.00109,0.0916,-2.749,0.147,92.541,0.428,72
285,bring me the horizon,post human: survival horror,7,6sibv1owouma2qv907mubk,1x1 (feat. nova twins),spotify:track:6sibv1owouma2qv907mubk,0.000209,0.452,0.937,3.61e-06,0.606,-3.346,0.161,164.032,0.604,69
286,bring me the horizon,post human: survival horror,8,4xwirulal0kgikfe3wsu75,ludens,spotify:track:4xwirulal0kgikfe3wsu75,0.000551,0.294,0.679,5.13e-05,0.165,-6.182,0.152,198.03,0.383,60
287,bring me the horizon,post human: survival horror,9,20kau1bl5iuapo4l488d57,one day the only butterflies left will be in your chest as you march towards your death (feat. amy lee),spotify:track:20kau1bl5iuapo4l488d57,0.687,0.309,0.467,0.0,0.0886,-8.574,0.0466,112.995,0.288,61
288,bring me the horizon,post human: survival horror,1,5txbnkcbciuo242d7mvhbd,"dear diary,",spotify:track:5txbnkcbciuo242d7mvhbd,0.000145,0.511,0.965,0.00044,0.131,-3.799,0.19,117.987,0.289,16
289,bring me the horizon,post human: survival horror,2,3fhhujaw7kp0nt3jlz5l3n,parasite eve,spotify:track:3fhhujaw7kp0nt3jlz5l3n,0.0244,0.551,0.828,6.59e-06,0.387,-3.923,0.209,102.46,0.333,23
290,bring me the horizon,post human: survival horror,3,6vno1lwhk6rksv3twflach,teardrops,spotify:track:6vno1lwhk6rksv3twflach,0.000285,0.494,0.912,0.0,0.362,-3.725,0.117,96.053,0.428,21
291,bring me the horizon,post human: survival horror,4,5iysx8hgbgobxf6seeaifg,obey (with yungblud),spotify:track:5iysx8hgbgobxf6seeaifg,9.27e-05,0.466,0.987,0.0,0.571,-3.492,0.213,137.022,0.171,21
292,bring me the horizon,post human: survival horror,5,7pvgljyiucseaeyoyhthgd,itch for the cure (when will we be free?),spotify:track:7pvgljyiucseaeyoyhthgd,0.404,0.192,0.884,0.174,0.43,-5.42,0.143,180.908,0.0584,23
293,bring me the horizon,post human: survival horror,6,7obzzvbznerywbmknnacel,kingslayer (feat. babymetal),spotify:track:7obzzvbznerywbmknnacel,0.000229,0.461,0.914,0.00076,0.0723,-2.814,0.126,92.513,0.48,27
294,bring me the horizon,post human: survival horror,7,3dumosdxh9o9gyjhxbaxxz,1x1 (feat. nova twins),spotify:track:3dumosdxh9o9gyjhxbaxxz,0.000237,0.467,0.951,1.64e-05,0.552,-3.348,0.172,164.05,0.526,34
295,bring me the horizon,post human: survival horror,8,2ywenomxqnsstnshwzfflj,ludens,spotify:track:2ywenomxqnsstnshwzfflj,0.000633,0.391,0.696,0.00117,0.12,-5.18,0.105,131.576,0.373,42
296,bring me the horizon,post human: survival horror,9,6gpqpct6rxs6ibykjrexer,one day the only butterflies left will be in your chest as you march towards your death (feat. amy lee),spotify:track:6gpqpct6rxs6ibykjrexer,0.679,0.427,0.466,0.0,0.0817,-8.59,0.04,113.273,0.334,17
297,bring me the horizon,live at the royal albert hall,1,5cjer5sppnumycumxhpy99,overture - live at the royal albert hall,spotify:track:5cjer5sppnumycumxhpy99,0.862,0.218,0.396,0.871,0.97,-13.583,0.0394,80.851,0.122,42
298,bring me the horizon,live at the royal albert hall,2,5ibdi9cisbefmmtab8syp3,doomed - live at the royal albert hall,spotify:track:5ibdi9cisbefmmtab8syp3,0.0729,0.402,0.9,0.00401,0.783,-6.444,0.0919,147.021,0.223,48
299,bring me the horizon,live at the royal albert hall,3,0chmou9q1j0kqvcifyibqr,happy song - live at the royal albert hall,spotify:track:0chmou9q1j0kqvcifyibqr,0.00204,0.261,0.929,0.000379,0.865,-5.068,0.207,171.89,0.375,44
300,bring me the horizon,live at the royal albert hall,4,69ovktfort7zrkiosszgbo,"go to hell, for heaven's sake - live at the royal albert hall",spotify:track:69ovktfort7zrkiosszgbo,0.0158,0.22,0.938,5.25e-06,0.799,-5.42,0.302,138.476,0.115,43
301,bring me the horizon,live at the royal albert hall,5,21e5m6dfmpomfllprkjuz6,avalanche - live at the royal albert hall,spotify:track:21e5m6dfmpomfllprkjuz6,0.0106,0.337,0.813,0.00173,0.956,-6.025,0.0734,160.035,0.0973,44
302,bring me the horizon,live at the royal albert hall,6,0defiixrfxiispp00kaqre,it never ends - live at the royal albert hall,spotify:track:0defiixrfxiispp00kaqre,0.0246,0.407,0.9,0.00679,0.984,-6.731,0.0904,103.039,0.0768,43
303,bring me the horizon,live at the royal albert hall,7,5oomspkkwqqazfzzdz7pa4,sleepwalking - live at the royal albert hall,spotify:track:5oomspkkwqqazfzzdz7pa4,0.023,0.271,0.93,8.63e-05,0.97,-6.15,0.172,148.845,0.039,44
304,bring me the horizon,live at the royal albert hall,8,0gxl5ttuhw8bc7ngg4i7v9,empire - live at the royal albert hall,spotify:track:0gxl5ttuhw8bc7ngg4i7v9,0.00819,0.426,0.951,0.0,0.798,-5.008,0.113,96.488,0.277,41
305,bring me the horizon,live at the royal albert hall,9,1hxe4j8hutxdtor0wwu0co,throne - live at the royal albert hall,spotify:track:1hxe4j8hutxdtor0wwu0co,0.0305,0.37,0.894,7.43e-06,0.949,-5.602,0.113,144.063,0.222,42
306,bring me the horizon,live at the royal albert hall,10,6fzfdnkwl4y3albu2gsoa7,shadow moses - live at the royal albert hall,spotify:track:6fzfdnkwl4y3albu2gsoa7,0.0058,0.187,0.955,2.9e-06,0.672,-5.884,0.272,142.836,0.151,43
307,bring me the horizon,live at the royal albert hall,11,7fbrckkwjbnmjoqao2qq48,true friends - live at the royal albert hall,spotify:track:7fbrckkwjbnmjoqao2qq48,0.127,0.265,0.9,1.82e-06,0.747,-6.491,0.213,161.911,0.147,41
308,bring me the horizon,live at the royal albert hall,12,1nln3wiov8guiu1v1ddafb,follow you - live at the royal albert hall,spotify:track:1nln3wiov8guiu1v1ddafb,0.09,0.454,0.79,1.02e-06,0.98,-6.489,0.0612,91.001,0.36,41
309,bring me the horizon,live at the royal albert hall,13,28dccxlammqusgswxxpwdf,can you feel my heart - live at the royal albert hall,spotify:track:28dccxlammqusgswxxpwdf,0.0794,0.22,0.837,0.165,0.724,-6.698,0.0806,127.925,0.145,45
310,bring me the horizon,live at the royal albert hall,14,63vdgahgsnw0udrxzo7spb,antivist - live at the royal albert hall,spotify:track:63vdgahgsnw0udrxzo7spb,0.00729,0.431,0.957,0.000879,0.861,-6.255,0.199,137.144,0.0839,39
311,bring me the horizon,live at the royal albert hall,15,4xnsaixlmqmjxx8utecats,drown - live at the royal albert hall,spotify:track:4xnsaixlmqmjxx8utecats,0.248,0.23,0.881,0.000545,0.952,-7.306,0.343,143.016,0.156,41
312,bring me the horizon,live at the royal albert hall,16,5xtm0uubjiuygexvhtniwv,oh no - live at the royal albert hall,spotify:track:5xtm0uubjiuygexvhtniwv,0.27,0.336,0.859,0.0227,0.938,-6.571,0.0885,114.762,0.124,39
313,bring me the horizon,music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~go to,1,1rdslaus3l8tzhs3k9uhrf,steal something.,spotify:track:1rdslaus3l8tzhs3k9uhrf,0.282,0.522,0.473,0.0155,0.114,-8.091,0.381,157.928,0.0802,43
314,bring me the horizon,music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~go to,2,4s3tvgq2fhuoywyoaj2tnx,candy truck / you expected: lab your result: green,spotify:track:4s3tvgq2fhuoywyoaj2tnx,0.187,0.41,0.821,0.237,0.392,-6.114,0.211,90.285,0.0576,40
315,bring me the horizon,music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~go to,3,4ntouvdwfld0abih46ccyf,a devastating liberation,spotify:track:4ntouvdwfld0abih46ccyf,0.757,0.112,0.191,0.913,0.127,-9.434,0.0376,78.079,0.0383,38
316,bring me the horizon,music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~go to,4,6shny2uvkpalc7jekeoepa, (feat. halsey),spotify:track:6shny2uvkpalc7jekeoepa,0.00799,0.51,0.789,0.674,0.838,-6.384,0.116,155.971,0.13,56
317,bring me the horizon,music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~go to,5,17vnj9i0ptdfipanrjcziq,underground big {headfulofhyena} (feat. bexey & lotus eater),spotify:track:17vnj9i0ptdfipanrjcziq,0.855,0.555,0.371,0.482,0.26,-13.486,0.214,139.95,0.228,40
318,bring me the horizon,music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~go to,6,6rjw7n8v5pfij8qfac06dp,"""like seeing spiders running riot on your lover's grave"" (feat. happyalone.)",spotify:track:6rjw7n8v5pfij8qfac06dp,0.234,0.454,0.899,0.0198,0.119,-9.371,0.172,102.033,0.209,40
319,bring me the horizon,music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~go to,7,11vgetrv30rke60kmkwjul,dead dolphin sounds 'aid brain growth in unborn child' virtual therapy / nature healing 2 hours (feat. toriel),spotify:track:11vgetrv30rke60kmkwjul,0.155,0.619,0.696,0.867,0.386,-9.477,0.271,115.018,0.245,39
320,bring me the horizon,music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~go to,8,3yn2qlk50um2t62c8p6u0i,a3 (feat. yonaka),spotify:track:3yn2qlk50um2t62c8p6u0i,0.134,0.619,0.794,0.0506,0.0903,-9.104,0.0861,138.21,0.234,45
321,bring me the horizon,amo,1,4mrjzz6etpw3wosjuymkol,i apologise if you feel something,spotify:track:4mrjzz6etpw3wosjuymkol,0.533,0.211,0.361,0.0284,0.08,-10.247,0.0346,179.895,0.0537,51
322,bring me the horizon,amo,2,060rnnzomay3wkjek1fapc,mantra,spotify:track:060rnnzomay3wkjek1fapc,0.00054,0.5,0.817,0.0,0.152,-3.501,0.0459,90.01,0.599,63
323,bring me the horizon,amo,3,1jdwrs3pbzlsgkcpkcultr,nihilist blues (feat. grimes),spotify:track:1jdwrs3pbzlsgkcpkcultr,0.0019,0.607,0.813,0.00088,0.305,-5.825,0.0936,133.962,0.195,58
324,bring me the horizon,amo,4,4swvflm7ktmxzfhbwqpv9s,in the dark,spotify:track:4swvflm7ktmxzfhbwqpv9s,0.00736,0.535,0.768,0.0,0.661,-4.554,0.0577,156.014,0.514,62
325,bring me the horizon,amo,5,0cew5tkemjuemjeravfqqq,wonderful life (feat. dani filth),spotify:track:0cew5tkemjuemjeravfqqq,0.000416,0.406,0.964,0.000231,0.401,-4.076,0.206,173.058,0.406,57
326,bring me the horizon,amo,6,1pwfyfv7yyhlxhzx2g25ws,ouch,spotify:track:1pwfyfv7yyhlxhzx2g25ws,0.00221,0.514,0.813,0.0204,0.295,-6.554,0.0719,160.047,0.382,51
327,bring me the horizon,amo,7,3ghteaicelstvik08exeqq,medicine,spotify:track:3ghteaicelstvik08exeqq,0.00393,0.615,0.858,0.0,0.0789,-3.3,0.0396,97.038,0.323,60
328,bring me the horizon,amo,8,3ddgh4zwviklx0f4wedfmo,sugar honey ice & tea,spotify:track:3ddgh4zwviklx0f4wedfmo,0.000243,0.431,0.914,0.0096,0.502,-4.243,0.0616,147.108,0.534,62
329,bring me the horizon,amo,9,2llsjgdos0hg5pnnhymxgg,why you gotta kick me when i'm down?,spotify:track:2llsjgdos0hg5pnnhymxgg,0.175,0.607,0.841,1.33e-05,0.132,-4.805,0.136,131.862,0.518,57
330,bring me the horizon,amo,10,1oqmpctrio1qqlp8njub9z,fresh bruises,spotify:track:1oqmpctrio1qqlp8njub9z,0.0053,0.675,0.545,0.693,0.17,-5.275,0.046,117.015,0.272,48
331,bring me the horizon,amo,11,5iwuftinkarb5hetnrtrtc,mother tongue,spotify:track:5iwuftinkarb5hetnrtrtc,0.0196,0.598,0.872,0.0,0.326,-4.567,0.0328,107.009,0.609,58
332,bring me the horizon,amo,12,6bagttdaksnvufw3fjd8yx,heavy metal (feat. rahzel),spotify:track:6bagttdaksnvufw3fjd8yx,0.00119,0.589,0.914,0.000257,0.361,-3.582,0.0935,129.935,0.512,58
333,bring me the horizon,amo,13,013tfrzjwkt41rrsgsenfi,i don't know what to say,spotify:track:013tfrzjwkt41rrsgsenfi,0.0154,0.499,0.728,0.0982,0.246,-6.744,0.055,92.449,0.239,54
334,bring me the horizon,amo,1,4x1p2lsptup69hxhoioj2a,i apologise if you feel something,spotify:track:4x1p2lsptup69hxhoioj2a,0.533,0.211,0.361,0.0284,0.08,-10.247,0.0346,179.895,0.0537,7
335,bring me the horizon,amo,2,63y9li8mosbcor2ycgy7un,mantra,spotify:track:63y9li8mosbcor2ycgy7un,0.000466,0.493,0.817,0.0,0.134,-3.487,0.0474,89.944,0.62,13
336,bring me the horizon,amo,3,7aafhchtnbbcf8vr9dtt5i,nihilist blues (feat. grimes),spotify:track:7aafhchtnbbcf8vr9dtt5i,0.0019,0.607,0.813,0.00088,0.305,-5.825,0.0936,133.962,0.195,9
337,bring me the horizon,amo,4,5vpvysdn7pe5xsiraqsdlq,in the dark,spotify:track:5vpvysdn7pe5xsiraqsdlq,0.00736,0.535,0.768,0.0,0.661,-4.554,0.0577,156.014,0.514,12
338,bring me the horizon,amo,5,7ltjditgvkyxheea3cfvob,wonderful life (feat. dani filth),spotify:track:7ltjditgvkyxheea3cfvob,0.000386,0.403,0.964,0.000453,0.388,-3.885,0.174,173.067,0.384,9
339,bring me the horizon,amo,6,6ruot3vi8ak3ny000balao,ouch,spotify:track:6ruot3vi8ak3ny000balao,0.00292,0.509,0.788,0.0149,0.184,-6.69,0.0692,160.07,0.433,6
340,bring me the horizon,amo,7,1z87cplvludhlom7la83zl,medicine,spotify:track:1z87cplvludhlom7la83zl,0.00435,0.618,0.864,0.0,0.0811,-3.32,0.0392,97.033,0.342,11
341,bring me the horizon,amo,8,6naqntaysxgbklshppcscg,sugar honey ice & tea,spotify:track:6naqntaysxgbklshppcscg,0.000243,0.431,0.914,0.0096,0.502,-4.243,0.0616,147.108,0.534,10
342,bring me the horizon,amo,9,1jwhrsebvdpwtxwqjgkbsk,why you gotta kick me when i'm down?,spotify:track:1jwhrsebvdpwtxwqjgkbsk,0.174,0.331,0.826,1.14e-05,0.144,-5.035,0.253,88.795,0.461,10
343,bring me the horizon,amo,10,39aqdb2x7bi5eiuz1cm4xg,fresh bruises,spotify:track:39aqdb2x7bi5eiuz1cm4xg,0.00555,0.44,0.547,0.615,0.161,-5.337,0.0723,117.033,0.236,6
344,bring me the horizon,amo,11,3vahvjmv457rqiwhj2rt0e,mother tongue,spotify:track:3vahvjmv457rqiwhj2rt0e,0.0196,0.598,0.872,0.0,0.325,-4.567,0.0339,107.063,0.603,7
345,bring me the horizon,amo,12,3ghttqziutjq3mh5pxjt5j,heavy metal (feat. rahzel),spotify:track:3ghttqziutjq3mh5pxjt5j,0.00171,0.59,0.919,0.000429,0.357,-3.376,0.116,130.006,0.536,9
346,bring me the horizon,amo,13,5gdifnl91soqoqzm5ycztp,i don't know what to say,spotify:track:5gdifnl91soqoqzm5ycztp,0.0154,0.499,0.728,0.0982,0.246,-6.744,0.055,92.449,0.239,8
347,bring me the horizon,that's the spirit,1,3lpn81pfykvxiyhhlkwkq4,doomed,spotify:track:3lpn81pfykvxiyhhlkwkq4,0.00152,0.271,0.903,1.5e-05,0.189,-4.516,0.137,147.159,0.22,63
348,bring me the horizon,that's the spirit,2,1yye8eyuiv0rrvq1ba2fyf,happy song,spotify:track:1yye8eyuiv0rrvq1ba2fyf,4.02e-05,0.295,0.924,0.00462,0.377,-3.407,0.0678,171.941,0.219,67
349,bring me the horizon,that's the spirit,3,0m3adybgtyrhacp86dey1h,throne,spotify:track:0m3adybgtyrhacp86dey1h,0.000455,0.426,0.888,0.0,0.306,-3.72,0.0987,144.111,0.387,73
350,bring me the horizon,that's the spirit,4,1ktjmfwrk5pyqsi9mky3nt,true friends,spotify:track:1ktjmfwrk5pyqsi9mky3nt,0.000683,0.419,0.938,0.0,0.114,-3.12,0.0837,160.151,0.333,67
351,bring me the horizon,that's the spirit,5,6lfudritqeseud7dsinl47,follow you,spotify:track:6lfudritqeseud7dsinl47,0.0765,0.54,0.661,0.0,0.125,-5.534,0.0381,90.012,0.506,68
352,bring me the horizon,that's the spirit,6,0xz2rmwcaip0tvall1ndh5,what you need,spotify:track:0xz2rmwcaip0tvall1ndh5,1.37e-05,0.511,0.952,0.00201,0.135,-4.243,0.0754,147.999,0.557,57
353,bring me the horizon,that's the spirit,7,4eypadlfhtwoju7mkt5hqt,avalanche,spotify:track:4eypadlfhtwoju7mkt5hqt,2.97e-05,0.426,0.934,0.0089,0.113,-4.063,0.0685,160.077,0.285,64
354,bring me the horizon,that's the spirit,8,1wvs9v8xejstrzx78lsnjk,run,spotify:track:1wvs9v8xejstrzx78lsnjk,0.00301,0.481,0.938,0.000153,0.0859,-4.759,0.0781,134.962,0.357,59
355,bring me the horizon,that's the spirit,9,6o39ln9118fktmbm4bvcey,drown,spotify:track:6o39ln9118fktmbm4bvcey,0.000102,0.405,0.94,2.79e-05,0.719,-3.103,0.0844,143.126,0.24,68
356,bring me the horizon,that's the spirit,10,6r7bdk4j0okw4eztbuqxo3,blasphemy,spotify:track:6r7bdk4j0okw4eztbuqxo3,0.000123,0.409,0.859,0.0,0.369,-4.098,0.0367,154.023,0.473,61
357,bring me the horizon,that's the spirit,11,1h5a6c6jqwn6xqi0unq7w3,oh no,spotify:track:1h5a6c6jqwn6xqi0unq7w3,0.00626,0.505,0.827,1.07e-05,0.112,-5.517,0.0456,114.987,0.0974,59
358,bring me the horizon,that's the spirit,1,7b7y4meauehndbhaquzdcg,doomed,spotify:track:7b7y4meauehndbhaquzdcg,0.00184,0.486,0.903,0.000168,0.189,-4.685,0.0883,147.073,0.2,13
359,bring me the horizon,that's the spirit,2,0zzyvnpof1jfkrfucxpnfl,happy song,spotify:track:0zzyvnpof1jfkrfucxpnfl,3.43e-05,0.303,0.91,0.022,0.352,-3.615,0.0679,171.774,0.283,15
360,bring me the horizon,that's the spirit,3,0tlm2ruqxaqpwdartl16i6,throne,spotify:track:0tlm2ruqxaqpwdartl16i6,0.000457,0.426,0.888,0.0,0.306,-3.72,0.0983,144.117,0.387,18
361,bring me the horizon,that's the spirit,4,2yarw7n8ax0ob39mdaglcl,true friends,spotify:track:2yarw7n8ax0ob39mdaglcl,0.000683,0.42,0.938,0.0,0.114,-3.12,0.0839,160.143,0.333,12
362,bring me the horizon,that's the spirit,5,5exdcrkd7mf5brk1cgz2l2,follow you,spotify:track:5exdcrkd7mf5brk1cgz2l2,0.0772,0.541,0.66,0.0,0.125,-5.534,0.0376,90.02,0.509,14
363,bring me the horizon,that's the spirit,6,3h42jkvux1vxy0gtr8jzv6,what you need,spotify:track:3h42jkvux1vxy0gtr8jzv6,1.27e-05,0.515,0.947,0.0061,0.146,-4.335,0.0659,147.998,0.589,10
364,bring me the horizon,that's the spirit,7,2xhxajzuvzhov3btgsfb1x,avalanche,spotify:track:2xhxajzuvzhov3btgsfb1x,2.98e-05,0.425,0.935,0.00895,0.113,-4.065,0.0682,160.071,0.284,11
365,bring me the horizon,that's the spirit,8,1b8hsi6uaeptioo0wtfiib,run,spotify:track:1b8hsi6uaeptioo0wtfiib,0.00301,0.481,0.938,0.000153,0.0859,-4.759,0.0783,134.982,0.356,10
366,bring me the horizon,that's the spirit,9,4zg1sfgfdcfxiwffqiws3n,drown,spotify:track:4zg1sfgfdcfxiwffqiws3n,0.0001,0.401,0.94,2.83e-05,0.719,-3.103,0.0832,143.119,0.24,14
367,bring me the horizon,that's the spirit,10,5dd6xrqborvdygrkgqztzy,blasphemy,spotify:track:5dd6xrqborvdygrkgqztzy,0.000123,0.409,0.859,0.0,0.369,-4.098,0.0367,154.038,0.473,9
368,bring me the horizon,that's the spirit,11,7lhczjragufpcjibwkusnc,oh no,spotify:track:7lhczjragufpcjibwkusnc,0.00628,0.503,0.827,1.16e-05,0.112,-5.516,0.0456,114.991,0.0988,9
369,bring me the horizon,sempiternal (deluxe edition),1,1pinwkbarsxlyoudqa2gtf,can you feel my heart,spotify:track:1pinwkbarsxlyoudqa2gtf,0.00272,0.235,0.86,0.0969,0.388,-2.842,0.0561,127.788,0.342,75
370,bring me the horizon,sempiternal (deluxe edition),2,77arsy9dtvpg9naxedd7n6,the house of wolves,spotify:track:77arsy9dtvpg9naxedd7n6,0.0001,0.428,0.977,0.0,0.214,-2.256,0.154,75.98,0.279,54
371,bring me the horizon,sempiternal (deluxe edition),3,5gimf8tgw5qutz4mccikoe,empire (let them sing),spotify:track:5gimf8tgw5qutz4mccikoe,0.000724,0.28,0.961,0.0,0.809,-3.184,0.167,193.076,0.229,52
372,bring me the horizon,sempiternal (deluxe edition),4,0shux5lyfhltp8t7pxrhrm,sleepwalking,spotify:track:0shux5lyfhltp8t7pxrhrm,0.000244,0.399,0.963,5.16e-06,0.279,-3.28,0.122,148.892,0.294,60
373,bring me the horizon,sempiternal (deluxe edition),5,4ct6fzlzlcdbnkuotpwrnl,"go to hell, for heaven's sake",spotify:track:4ct6fzlzlcdbnkuotpwrnl,6.68e-05,0.448,0.974,0.000391,0.119,-2.919,0.12,137.96,0.224,54
374,bring me the horizon,sempiternal (deluxe edition),6,0z4sfq2yzlbjzssnc5qakd,shadow moses,spotify:track:0z4sfq2yzlbjzssnc5qakd,0.000241,0.45,0.986,0.0018,0.158,-2.932,0.281,143.036,0.183,59
375,bring me the horizon,sempiternal (deluxe edition),7,35xazwcze58o6exbzgtsxc,and the snakes start to sing,spotify:track:35xazwcze58o6exbzgtsxc,0.00545,0.339,0.839,8.15e-05,0.0739,-4.41,0.0488,82.53,0.145,51
376,bring me the horizon,sempiternal (deluxe edition),8,5whcaqkwrcmkyy7wfhz2xf,seen it all before,spotify:track:5whcaqkwrcmkyy7wfhz2xf,0.00026,0.399,0.95,0.0162,0.243,-3.933,0.106,135.068,0.203,48
377,bring me the horizon,sempiternal (deluxe edition),9,0vgxyzdruqnpk5tz2mrdlx,antivist,spotify:track:0vgxyzdruqnpk5tz2mrdlx,2.23e-05,0.499,0.991,0.0,0.176,-2.249,0.158,137.026,0.317,47
378,bring me the horizon,sempiternal (deluxe edition),10,1do4ltvhfwn6uaikspj6pb,crooked young,spotify:track:1do4ltvhfwn6uaikspj6pb,0.00104,0.445,0.985,0.000139,0.448,-1.723,0.159,138.035,0.234,48
379,bring me the horizon,sempiternal (deluxe edition),11,3cjp8wmnurkq58z2cqpb81,hospital for souls,spotify:track:3cjp8wmnurkq58z2cqpb81,0.00283,0.217,0.787,0.00504,0.0775,-5.579,0.0596,132.964,0.0721,48
380,bring me the horizon,sempiternal (deluxe edition),12,3v6brk0ucdjixskdeiyasg,join the club,spotify:track:3v6brk0ucdjixskdeiyasg,0.000138,0.398,0.903,3.17e-06,0.655,-3.201,0.0932,144.679,0.317,43
381,bring me the horizon,sempiternal (deluxe edition),13,2voxemej96ztt06u2x9yue,chasing rainbows,spotify:track:2voxemej96ztt06u2x9yue,0.000754,0.256,0.936,0.000735,0.0874,-2.906,0.105,174.913,0.179,44
382,bring me the horizon,sempiternal (deluxe edition),14,0ih0wjhs1c56howqqimaaa,deathbeds,spotify:track:0ih0wjhs1c56howqqimaaa,0.513,0.245,0.727,0.292,0.106,-5.952,0.0531,159.996,0.162,50
383,bring me the horizon,sempiternal (expanded edition),1,0wsa1suconrceeullzvqxj,can you feel my heart,spotify:track:0wsa1suconrceeullzvqxj,0.00201,0.15,0.859,0.194,0.387,-2.827,0.0595,170.527,0.354,77
384,bring me the horizon,sempiternal (expanded edition),2,7hntkdvg3jwdfkm7pgcczd,the house of wolves,spotify:track:7hntkdvg3jwdfkm7pgcczd,0.000104,0.425,0.98,1.46e-06,0.346,-2.219,0.189,152.0,0.279,57
385,bring me the horizon,sempiternal (expanded edition),3,1dbdqp5dwuawbgmxshw6fr,empire (let them sing),spotify:track:1dbdqp5dwuawbgmxshw6fr,0.000779,0.443,0.96,0.0,0.81,-3.153,0.102,96.579,0.263,55
386,bring me the horizon,sempiternal (expanded edition),4,0gchqwxmbwj5no8nj8b2yh,sleepwalking,spotify:track:0gchqwxmbwj5no8nj8b2yh,0.000187,0.4,0.959,4.21e-06,0.231,-3.258,0.103,149.062,0.339,63
387,bring me the horizon,sempiternal (expanded edition),5,0koh9yed8uuaxvg9p5lqdb,"go to hell, for heaven's sake",spotify:track:0koh9yed8uuaxvg9p5lqdb,7.36e-05,0.455,0.97,0.000133,0.123,-2.914,0.112,137.955,0.235,57
388,bring me the horizon,sempiternal (expanded edition),6,68osigtvjm7qwve6pazlhj,shadow moses,spotify:track:68osigtvjm7qwve6pazlhj,0.000235,0.456,0.985,0.00368,0.103,-2.949,0.207,143.006,0.183,62
389,bring me the horizon,sempiternal (expanded edition),7,5gawwgpayyi5xradhuaevx,and the snakes start to sing,spotify:track:5gawwgpayyi5xradhuaevx,0.00488,0.336,0.835,4.51e-05,0.0826,-4.367,0.0472,82.498,0.145,53
390,bring me the horizon,sempiternal (expanded edition),8,0crjvibidsl6mqmyi9r9hc,seen it all before,spotify:track:0crjvibidsl6mqmyi9r9hc,0.000214,0.398,0.948,0.0248,0.248,-3.981,0.102,135.068,0.176,51
